,action,observation.effort,observation.force_torque,observation.state,observation.qvel,timestamp,frame_index,episode_index,index,task_index
50,"[ 0.35157645  0.6951292  -0.07832115  2.504329    0.10799318  2.0827825
 -3.0798903   0.        ]","[ -0.6605425 -38.11576    -1.8385704  16.141619    1.5311111  -1.3151844
   0.891131    0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.34885982  0.6910411  -0.07805277  2.5091689   0.11089147  2.087489
 -3.077708    0.        ]","[ 0.02187977  0.03393248 -0.00599211 -0.03701413 -0.0349597  -0.00376647
 -0.02568048  0.        ]",1.6666666,50,0,50,0
51,"[ 0.35261875  0.69555944 -0.07891133  2.5036783   0.10650522  2.0820982
 -3.0795116   0.        ]","[ -1.8070095 -41.299603   -1.2324833  17.601448    1.3407584  -1.2942561
   0.6535803   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.34948877  0.69185793 -0.07817549  2.5081449   0.11007846  2.0872915
 -3.0782182   0.        ]","[ 0.0179421   0.02348908 -0.00410888 -0.02876214 -0.02431086 -0.00469097
 -0.01585342  0.        ]",1.7,51,0,51,0
52,"[ 0.35341164  0.69616425 -0.07928134  2.5037034   0.10553634  2.0800238
 -3.0793126   0.        ]","[  9.968923   -39.39454     -0.3538462   16.988667    -6.3773046
  -0.55502087  -3.1300087    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.35011768  0.6925252  -0.07833273  2.5072207   0.10920793  2.0865092
 -3.078684    0.        ]","[ 0.01650399  0.01910628 -0.00362951 -0.02520111 -0.02191401 -0.01612734
 -0.01222391  0.        ]",1.7333333,52,0,52,0
53,"[ 0.35368454  0.69614816 -0.07940766  2.5023425   0.10512678  2.0787568
 -3.0794349   0.        ]","[ 9.7580156e+00 -2.7082155e+01 -3.7542717e+00  7.4402714e+00
 -6.4709220e+00 -3.9243498e+00  3.5358348e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35100356  0.69354147 -0.07849188  2.5059283   0.10824152  2.08486
 -3.079037    0.        ]","[ 0.01989381  0.02170857 -0.00393767 -0.02821429 -0.02225642 -0.0353021
 -0.00897105  0.        ]",1.7666667,53,0,53,0
54,"[ 0.35358146  0.6971286  -0.07913024  2.5011795   0.10556741  2.0753465
 -3.0799644   0.        ]","[-2.1883221e+00 -3.8625492e+01  5.4655468e-01  1.7782639e+01
  1.5226113e+00 -3.6310023e-01 -1.2403979e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35146567  0.6941129  -0.07863186  2.5053606   0.1076797   2.0838919
 -3.0791118   0.        ]","[ 0.02174281  0.02550928 -0.00489641 -0.02930999 -0.02413965 -0.04259536
 -0.00602635  0.        ]",1.8,54,0,54,0
55,"[ 0.35330728  0.69744974 -0.07902241  2.5002384   0.10615636  2.0750914
 -3.0794628   0.        ]","[-8.4047890e-01 -4.0042446e+01  1.0842811e+00  1.7918247e+01
  1.7513361e+00 -5.0043680e-02 -3.7733396e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35230938  0.69510037 -0.07895016  2.5043654   0.10663468  2.081961
 -3.0792153   0.        ]","[ 0.02191401  0.02605713 -0.00780687 -0.02530384 -0.02643378 -0.0488614
 -0.00284197  0.        ]",1.8333334,55,0,55,0
56,"[ 0.3531443   0.6978871  -0.07887859  2.4990447   0.1063584   2.0739217
 -3.0800128   0.        ]","[-5.8922893e-01 -4.0126194e+01  1.0842811e+00  1.7832296e+01
  1.3645611e+00 -1.4804368e-01 -3.7733396e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35255098  0.6953228  -0.07903261  2.5039265   0.10634513  2.0812688
 -3.0792842   0.        ]","[ 0.0193802   0.02160585 -0.00715629 -0.025612   -0.02383149 -0.0468412
 -0.00308166  0.        ]",1.8666667,56,0,56,0
57,"[ 0.35337266  0.6981019  -0.07907214  2.4985669   0.10569726  2.0727694
 -3.0806258   0.        ]","[ 9.1833134e+00 -2.8072645e+01 -2.0223012e+00  7.5561781e+00
 -1.9888198e-01 -3.9668040e+00  4.3898774e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35313964  0.6960783  -0.07912081  2.502498    0.10595589  2.0788298
 -3.0794683   0.        ]","[ 0.01253207  0.01544253 -0.00232836 -0.02927575 -0.00938194 -0.05036798
 -0.00393767  0.        ]",1.9,57,0,57,0
58,"[ 0.353484    0.69799596 -0.07914495  2.497289    0.10567257  2.0709789
 -3.0808136   0.        ]","[ 1.4727073e+00 -3.8482956e+01 -1.1699189e-01  1.6925177e+01
  9.4074488e-02 -3.6559376e-01 -1.1141972e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35325277  0.6963602  -0.07912081  2.5019743   0.10595589  2.0779746
 -3.0794818   0.        ]","[ 0.00910801  0.01551101 -0.00075329 -0.02841973 -0.00315014 -0.04978589
 -0.00225988  0.        ]",1.9333333,58,0,58,0
59,"[ 0.35327834  0.6989392  -0.07901516  2.4952476   0.10628642  2.0682664
 -3.0807016   0.        ]","[ 3.9905888e-01 -3.8996563e+01 -5.9587812e-01  1.6839613e+01
  1.5769562e-02 -1.2444371e-01  3.4673666e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35330263  0.69713485 -0.07912081  2.5005171   0.10595589  2.0757482
 -3.079825    0.        ]","[ 8.9025672e-04  1.3833219e-02  0.0000000e+00 -2.6022889e-02
 -4.5400193e-16 -3.9753385e-02 -6.1290748e-03  0.0000000e+00]",1.9666667,59,0,59,0
60,"[ 0.3533409   0.6991719  -0.07897882  2.4944093   0.10654406  2.0674336
 -3.0803318   0.        ]","[ 2.0580696e-01 -3.9225071e+01 -7.2938323e-01  1.7544945e+01
 -2.2615848e-02  6.4334738e-01  1.8371257e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35330263  0.69741094 -0.07912081  2.4999535   0.10594822  2.0748644
 -3.080036    0.        ]","[ 0.00010272  0.01376474  0.         -0.0267077  -0.00013696 -0.04238991
 -0.00914225  0.        ]",2.0,60,0,60,0
61,"[ 0.35344657  0.69886535 -0.07899709  2.4930372   0.10645439  2.0658875
 -3.0805385   0.        ]","[-1.5163231e-01 -4.1244122e+01 -7.7780068e-01  1.8039013e+01
 -3.4699310e-02 -6.0590917e-01 -1.7903187e-05  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35330454  0.6978558  -0.07912081  2.4984694   0.10587919  2.0728722
 -3.0804214   0.        ]","[ 3.4240642e-05  9.8955454e-03  0.0000000e+00 -2.9960562e-02
 -1.3353850e-03 -4.0780604e-02 -8.1492728e-03  0.0000000e+00]",2.0333333,61,0,61,0
62,"[ 0.3534203   0.6992867  -0.07859555  2.4916236   0.10732456  2.0640051
 -3.080281    0.        ]","[ 5.6253636e-01 -2.9532898e+01 -1.0866855e+00  7.3139820e+00
 -2.4638353e-02 -4.9662933e+00 -3.8763208e+00  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35330644  0.6980073  -0.07912081  2.4978845   0.10587919  2.0720456
 -3.0804827   0.        ]","[ 6.8481284e-05  9.1080107e-03  0.0000000e+00 -3.2699812e-02
 -9.9297869e-04 -4.5060687e-02 -6.6426848e-03  0.0000000e+00]",2.0666666,62,0,62,0
63,"[ 0.35324797  0.6993502  -0.07833292  2.490927    0.10805703  2.0633335
 -3.079941    0.        ]","[-6.5974435e-03 -3.3346210e+01 -9.7046286e-01  1.5899059e+01
 -3.7104700e-02 -8.0328280e-01  1.6311264e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35334098  0.69825274 -0.07912081  2.4968855   0.10588302  2.070573
 -3.080525    0.        ]","[ 6.8481284e-04  8.1835138e-03  0.0000000e+00 -3.3144943e-02
  3.4240642e-05 -4.6841200e-02 -2.6707700e-03  0.0000000e+00]",2.1,63,0,63,0
64,"[ 0.3530324   0.6995924  -0.07764926  2.4888902   0.10995097  2.0619843
 -3.0788734   0.        ]","[-1.2633547e-02 -3.9761009e+01 -1.1080296e+00  7.8701119e+00
 -3.6542699e-02 -3.5536680e+00  2.6383705e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35340232  0.69861704 -0.07911123  2.4953957   0.10600958  2.0686996
 -3.0805287   0.        ]","[ 0.00157507  0.00873136  0.0001712  -0.03571299  0.00232836 -0.04615639
 -0.00020544  0.        ]",2.1333334,64,0,64,0
65,"[ 0.35314086  0.6994502  -0.07766441  2.4882596   0.10995292  2.0613463
 -3.0788484   0.        ]","[ 6.4697492e-01 -4.1088604e+01 -4.5884660e-01  1.8084036e+01
  6.7591935e-02 -9.0298551e-01  2.0248232e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35340807  0.6988874  -0.07903452  2.4939325   0.10636622  2.0669835
 -3.0805306   0.        ]","[ 3.4240642e-04  6.5742033e-03  1.4381070e-03 -3.4583051e-02
  7.0878132e-03 -4.2047508e-02 -6.8481284e-05  0.0000000e+00]",2.1666667,65,0,65,0
66,"[ 0.35319132  0.6997278  -0.07724103  2.4872239   0.11081886  2.0605154
 -3.0787556   0.        ]","[ 1.2910742e-01 -3.8210403e+01 -9.9724293e-01  1.7281813e+01
 -1.6024204e+00 -4.7025485e+00  2.6019609e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35340807  0.6989526  -0.07897508  2.4933918   0.10663275  2.0663373
 -3.0805173   0.        ]","[ 6.8481284e-05  5.3072996e-03  2.4310856e-03 -3.3076461e-02
  1.0854283e-02 -3.9068572e-02  2.0544385e-04  0.0000000e+00]",2.2,66,0,66,0
67,"[ 0.35292554  0.6998303  -0.07664835  2.485558    0.11262976  2.0592513
 -3.0782382   0.        ]","[ -0.25939992 -36.208694    -1.1532212   16.280706    -0.98701507
  -0.33448178   2.513115     0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.35340807  0.69912136 -0.07852639  2.4911904   0.10805936  2.064115
 -3.079869    0.        ]","[-1.4274296e-16  3.2871016e-03  8.2177538e-03 -4.1602381e-02
  2.6741942e-02 -4.2389914e-02  1.1710300e-02  0.0000000e+00]",2.2333333,67,0,67,0
68,"[ 0.35286877  0.69945055 -0.07630099  2.4836354   0.11371905  2.0579348
 -3.0775244   0.        ]","[ -0.3173884  -31.18838     -3.7669525   17.047865    -1.1780808
   0.09245984  -0.9891589    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.35340807  0.6991865  -0.07836533  2.4906728   0.10840642  2.0635762
 -3.0797253   0.        ]","[-1.4274296e-16  3.5267861e-03  1.0580358e-02 -4.2355675e-02
  2.7940365e-02 -4.3451376e-02  1.2874481e-02  0.0000000e+00]",2.2666667,68,0,68,0
69,"[ 0.35315514  0.69941294 -0.07581233  2.4811761   0.11469255  2.057008
 -3.0773003   0.        ]","[  1.0904282 -40.915447   -3.7676601  17.531971   -1.4494145  -0.7041586
  -0.7399671   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.35337356  0.6995336  -0.07764819  2.488416    0.11015516  2.0616126
 -3.0791557   0.        ]","[-0.00061633  0.00671117  0.01369626 -0.04334866  0.0332819  -0.03783591
  0.01099125  0.        ]",2.3,69,0,69,0
70,"[ 0.35373038  0.69956094 -0.07555969  2.4786818   0.11495828  2.056651
 -3.077096    0.        ]","[ -0.20173545 -38.20588     -3.3569145   18.015158    -1.3288864
  -0.9530981   -0.44761568   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.35329303  0.6996525  -0.0773203   2.487369    0.11100077  2.060792
 -3.078853    0.        ]","[-0.00205444  0.00606059  0.01349081 -0.04273232  0.0342064  -0.03478849
  0.01157334  0.        ]",2.3333333,70,0,70,0
71,"[ 0.35386628  0.6998733  -0.07524646  2.4774163   0.11536548  2.0569592
 -3.077164    0.        ]","[  0.19441952 -35.21991      7.1204615   17.311642     6.302652
  -4.297924     3.3718743    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.35316265  0.6996621  -0.0768371   2.4855876   0.11228739  2.0594554
 -3.0782719   0.        ]","[-0.00315014  0.00089026  0.01150486 -0.04071213  0.02992632 -0.03150139
  0.01304568  0.        ]",2.3666666,71,0,71,0
72,"[ 0.3537989   0.6997134  -0.07492903  2.4757073   0.11601253  2.0567124
 -3.0771236   0.        ]","[  1.2697322  -33.68419     -3.5792563   17.719702    -1.2059296
  -0.5363821   -0.13740344   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.35313004  0.6996621  -0.07666261  2.4848878   0.11270924  2.0589972
 -3.0780973   0.        ]","[-2.4653263e-03  3.4240642e-05  1.0135231e-02 -3.7425023e-02
  2.5475038e-02 -2.7495235e-02  1.1367894e-02  0.0000000e+00]",2.4,72,0,72,0
73,"[ 0.35353315  0.69993776 -0.07445262  2.473789    0.11713836  2.0570006
 -3.0768008   0.        ]","[ 1.7374663e+00 -4.4099667e+01  1.1116605e-02  1.7310144e+01
 -9.8628938e-01 -1.7892554e-01  8.4508210e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.3530917   0.6996621  -0.07624843  2.482744    0.11367373  2.0579982
 -3.077712    0.        ]","[-8.5601606e-04 -2.2204460e-16  8.6971233e-03 -4.2972006e-02
  1.9893814e-02 -2.0852551e-02  7.9438295e-03  0.0000000e+00]",2.4333334,73,0,73,0
74,"[ 0.35332856  0.7008315  -0.07389872  2.4710479   0.11796591  2.059083
 -3.0770783   0.        ]","[ 1.7374663e+00 -4.2793167e+01  1.1116605e-02  1.7295820e+01
 -7.8573936e-01 -2.6292554e-01  8.4508210e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35310894  0.6996621  -0.07603559  2.4814765   0.11407448  2.057724
 -3.0775816   0.        ]","[-6.8481284e-05 -2.2204460e-16  9.4161769e-03 -5.2148499e-02
  1.9619888e-02 -1.7360006e-02  7.2932569e-03  0.0000000e+00]",2.4666667,74,0,74,0
75,"[ 0.35298085  0.7007129  -0.0733754   2.4693966   0.11899294  2.0588665
 -3.0773997   0.        ]","[ 5.2637720e-01 -4.1709091e+01 -6.1107904e-01  1.8656845e+01
 -1.1676474e+00 -9.6782172e-01  1.4265820e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.3533429   0.6996736  -0.07556581  2.4790242   0.1148664   2.0573463
 -3.0773668   0.        ]","[ 0.00448552  0.00020544  0.00989555 -0.05423718  0.01739425 -0.00852592
  0.00486217  0.        ]",2.5,75,0,75,0
76,"[ 0.35134262  0.7017191  -0.07176986  2.466975    0.12291495  2.0600135
 -3.077255    0.        ]","[-1.7531729e+00 -4.1831074e+01 -1.9689058e+00  7.6625762e+00
  6.3636599e+00 -1.3287950e+00  2.5613259e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35340232  0.6996908  -0.0753568   2.478027    0.11529592  2.0572867
 -3.0772786   0.        ]","[ 0.00428008  0.00051361  0.00948466 -0.04776569  0.01759969 -0.00510186
  0.00410888  0.        ]",2.5333333,76,0,76,0
77,"[ 0.35151064  0.70134807 -0.07197958  2.4656055   0.1230308   2.0583637
 -3.0765355   0.        ]","[ 1.6943382e+00 -3.7533993e+01 -3.6434450e+00  1.6504393e+01
 -1.4015360e+00 -2.4771613e-01 -1.9859629e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35340807  0.69983274 -0.07474321  2.4754307   0.11652502  2.057613
 -3.0772307   0.        ]","[ 0.0009245   0.00273925  0.01403866 -0.06108531  0.02838549  0.00503337
  0.0021914   0.        ]",2.5666666,77,0,77,0
78,"[ 0.35158393  0.7013856  -0.07175993  2.4645667   0.12325061  2.0575392
 -3.0770907   0.        ]","[-2.1809072e+00 -3.7570621e+01 -3.3349802e+00  1.7295679e+01
 -1.3392199e+00  2.0461986e+00  1.1942709e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35323167  0.7001146  -0.07423892  2.4737089   0.11768509  2.0580194
 -3.0772212   0.        ]","[-0.0031159   0.00746446  0.01924324 -0.07361738  0.04112301  0.01307993
  0.00078753  0.        ]",2.6,78,0,78,0
79,"[ 0.35112014  0.70085144 -0.07121006  2.4621377   0.12509006  2.056829
 -3.0765707   0.        ]","[-8.9747181e+00 -3.0445789e+01  7.1799288e+00  7.6110992e+00
  6.6361523e+00  1.8643149e+00  2.8560825e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35253754  0.7008145  -0.0731843   2.470267    0.12014137  2.0584393
 -3.0769048   0.        ]","[-0.01551101  0.01650399  0.02619409 -0.08662882  0.06111955  0.01345657
  0.00582091  0.        ]",2.6333334,79,0,79,0
80,"[ 0.35090402  0.70056677 -0.07093509  2.4608624   0.12590061  2.0566514
 -3.0761986   0.        ]","[ 3.3483257e+00 -4.1920925e+01 -3.5086918e+00  1.8599316e+01
 -1.1212291e+00 -4.3387809e-01  9.6869990e-06  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35229018  0.70105034 -0.07284683  2.4688845   0.12092946  2.0584278
 -3.0768607   0.        ]","[-0.01588766  0.01513436  0.0223249  -0.08032855  0.05362085  0.00606059
  0.00619756  0.        ]",2.6666667,80,0,80,0
81,"[ 0.35077864  0.7004596  -0.07030558  2.4585307   0.12718566  2.055547
 -3.076268    0.        ]","[-2.7553576e-01 -3.0884974e+01  7.0557518e+00  8.3374548e+00
 -1.1924454e+00 -1.2681199e+00  2.9609939e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35194314  0.7012382  -0.07226008  2.4664168   0.12229279  2.0580077
 -3.0768607   0.        ]","[-0.0096901   0.00636876  0.01486044 -0.06396152  0.03557603 -0.00770414
  0.00047937  0.        ]",2.7,81,0,81,0
82,"[ 0.35100272  0.6997401  -0.07038988  2.4557898   0.12768482  2.053679
 -3.0752466   0.        ]","[ 1.1134415e+00 -4.1844269e+01  6.8367615e+00  8.1560907e+00
  6.4789238e+00 -4.1998330e-01  2.4348653e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35164016  0.7012382  -0.07178263  2.464459    0.12354489  2.0575533
 -3.0767725   0.        ]","[-0.00760142  0.00044513  0.01236087 -0.05204578  0.03215196 -0.01181302
  0.00157507  0.        ]",2.7333333,82,0,82,0
83,"[ 0.35098282  0.699685   -0.07008156  2.454264    0.12850977  2.0542586
 -3.0746863   0.        ]","[-1.2099195e+00 -3.8590458e+01 -3.1031706e+00  1.6067528e+01
 -7.9452384e-01 -6.1264855e-01  2.7388134e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35129118  0.7011788  -0.07135312  2.4625626   0.12476249  2.056982
 -3.0765634   0.        ]","[-0.00862864 -0.00106146  0.01068308 -0.04807386  0.0309193  -0.01355929
  0.00510186  0.        ]",2.7666667,83,0,83,0
84,"[ 0.3509987   0.69944346 -0.06992101  2.453218    0.12874867  2.0541358
 -3.0749273   0.        ]","[ 3.9845204e-01 -4.0114170e+01  7.4316316e+00  1.6707380e+01
  6.6401792e+00 -6.9452524e-01  2.3257982e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35115695  0.70110977 -0.07110193  2.4614506   0.1253895   2.0565946
 -3.0764713   0.        ]","[-0.00801231 -0.00229412  0.01123093 -0.05053919  0.03081658 -0.01633279
  0.00493065  0.        ]",2.8,84,0,84,0
85,"[ 0.35119444  0.69863826 -0.06923395  2.4494448   0.12947178  2.0552175
 -3.0757635   0.        ]","[ -0.827968  -54.975258   -1.641687    7.60235     7.3385167  -4.019636
   2.7587445   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.3510208   0.7008471  -0.07067624  2.458651    0.1266071   2.055588
 -3.0759037   0.        ]","[-0.00383495 -0.00537578  0.00996403 -0.0607429   0.02759796 -0.02222218
  0.01109397  0.        ]",2.8333333,85,0,85,0
86,"[ 0.35103697  0.69801885 -0.06913593  2.4481804   0.12999676  2.0545797
 -3.0754955   0.        ]","[ -0.2647289 -54.960423   -1.0528654  16.933947   -0.9133964  -4.118751
   2.5761688   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.350994    0.7006745  -0.07054202  2.4575772   0.12705196  2.0552926
 -3.075689    0.        ]","[-0.00263653 -0.00753294  0.00907377 -0.06591324  0.02804309 -0.02208521
  0.01359353  0.        ]",2.8666666,86,0,86,0
87,"[ 0.35081673  0.6969024  -0.0689222   2.445774    0.13097557  2.0541108
 -3.0749593   0.        ]","[-7.4100889e-02 -4.3555161e+01 -5.9588110e-01  1.8328426e+01
 -1.6682059e+00 -7.9396307e-01  1.3900825e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.3509863   0.6999708  -0.07004923  2.4545918   0.12816218  2.0550013
 -3.0754647   0.        ]","[-0.00020544 -0.01338809  0.00938194 -0.0574558   0.02153736 -0.00630028
  0.00479369  0.        ]",2.9,87,0,87,0
88,"[ 0.35043544  0.6956967  -0.06825481  2.4427335   0.13269593  2.0558386
 -3.0744123   0.        ]","[-2.2067418e+00 -4.3358444e+01 -1.9698335e+00  1.7072681e+01
 -1.5209267e+00 -1.3194501e+00  2.4050474e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.3509863   0.6997081  -0.06990734  2.4536407   0.12843446  2.0549917
 -3.0754647   0.        ]","[-3.4240642e-05 -1.4723476e-02  9.4504170e-03 -5.7798203e-02
  1.9482926e-02 -2.9789358e-03  2.1229198e-03  0.0000000e+00]",2.9333334,88,0,88,0
89,"[ 0.35094947  0.69271576 -0.06808048  2.4376402   0.13279487  2.0567865
 -3.0747643   0.        ]","[-3.5702533e-01 -4.6020763e+01 -8.0474639e-01  1.8362030e+01
 -1.7020813e+00 -3.9941162e-01  2.7478239e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35096714  0.69859403 -0.06942989  2.4500358   0.1296233   2.0547788
 -3.0753286   0.        ]","[-0.00034241 -0.01989381  0.00852592 -0.06437241  0.0212292  -0.00380071
  0.00243109  0.        ]",2.9666667,89,0,89,0
90,"[ 0.3510067   0.6899534  -0.06787208  2.4329798   0.13407984  2.0588207
 -3.0729904   0.        ]","[ 1.0444956e+00 -4.5645889e+01 -3.1144959e-01  1.8266127e+01
 -1.4303644e+00 -3.9269304e-01  2.3386364e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35088468  0.6979785  -0.06918829  2.4483867   0.13027523  2.054844
 -3.0751464   0.        ]","[-0.00181475 -0.02448206  0.00975858 -0.07139174  0.02612561 -0.00143811
  0.00568395  0.        ]",3.0,90,0,90,0
91,"[ 0.35112992  0.68856907 -0.06749496  2.4303756   0.13442904  2.0600886
 -3.0735893   0.        ]","[ 8.7210166e-01 -4.4432240e+01 -3.9422073e+00  1.8550854e+01
 -1.6320573e+00 -1.6660136e+00  2.7032411e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35080415  0.6965193  -0.06876261  2.445062    0.13130684  2.0554903
 -3.0749373   0.        ]","[-0.00232836 -0.03317918  0.01034067 -0.07597999  0.02499567  0.01260056
  0.00554698  0.        ]",3.0333333,91,0,91,0
92,"[ 0.3513998   0.68534356 -0.06725024  2.425385    0.13488646  2.061583
 -3.0733676   0.        ]","[ 8.7210166e-01 -4.4532738e+01 -3.8841251e-01  1.7934879e+01
 -1.4458323e+00 -1.5960137e+00  2.7032411e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35080224  0.6960745  -0.06867632  2.4441588   0.13150625  2.0556724
 -3.0749123   0.        ]","[-0.00147235 -0.03400096  0.00914225 -0.07550061  0.02198249  0.01479196
  0.00417736  0.        ]",3.0666666,92,0,92,0
93,"[ 0.35147622  0.68432844 -0.06715208  2.4237921   0.13511454  2.0621326
 -3.0732632   0.        ]","[ 4.7149524e-01 -4.5212543e+01 -6.5148413e-01  1.7518221e+01
 -1.0715173e+00 -1.4082536e+00  1.5027353e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35080224  0.6937121  -0.06830242  2.4395683   0.13241898  2.0565372
 -3.0746095   0.        ]","[-1.4274296e-16 -4.4992205e-02  7.1905348e-03 -8.7587565e-02
  1.7496968e-02  1.6401269e-02  5.5469843e-03  0.0000000e+00]",3.1,93,0,93,0
94,"[ 0.35231295  0.6828337  -0.06709614  2.421468    0.13385464  2.0650737
 -3.0746534   0.        ]","[  0.35790682 -56.221252    -0.7288316    7.90025      6.435497
  -1.2115688    2.9719498    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.35080224  0.6928819  -0.06820846  2.4380171   0.1327833   2.0570183
 -3.0742989   0.        ]","[-1.4274296e-16 -4.3759540e-02  6.0605938e-03 -8.3478689e-02
  1.7668171e-02  1.9859573e-02  1.0443396e-02  0.0000000e+00]",3.1333334,94,0,94,0
95,"[ 0.35209596  0.6828451  -0.06711423  2.4215128   0.13425608  2.0646753
 -3.0741415   0.        ]","[  0.6860071 -46.117203   -0.6130841  17.969717   -0.797978   -1.1803699
  -0.5388694   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.35080224  0.6920305  -0.06809533  2.4364045   0.13313419  2.0576646
 -3.0740879   0.        ]","[-1.4274296e-16 -3.9171293e-02  4.9306527e-03 -7.3925547e-02
  1.6606711e-02  2.4379337e-02  1.2395113e-02  0.0000000e+00]",3.1666667,95,0,95,0
96,"[ 0.3518546   0.6808015  -0.06702603  2.4182413   0.13521594  2.0656352
 -3.07299     0.        ]","[-1.0780488e+00 -5.7176338e+01 -1.2670895e+00  6.5542192e+00
  6.4479680e+00  2.3198490e+00  8.1271713e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.3508214   0.69029516 -0.0678403   2.4333575   0.13372861  2.0587997
 -3.0738578   0.        ]","[ 0.00034241 -0.0437253   0.00626604 -0.07865076  0.01585342  0.0296524
  0.00712205  0.        ]",3.2,96,0,96,0
97,"[ 0.3519529   0.679476   -0.06705181  2.4162352   0.13523656  2.0658677
 -3.0728981   0.        ]","[ 9.5505924e+00 -5.7167690e+01 -4.1375175e+00  6.0268416e+00
 -1.2648666e+00  2.2860203e+00 -7.2325050e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.3510841   0.68753976 -0.06755843  2.4288995   0.13417155  2.0607517
 -3.073735    0.        ]","[ 0.00503337 -0.05677098  0.00599211 -0.09433297  0.01037491  0.03954794
  0.0031159   0.        ]",3.2333333,97,0,97,0
