,action,observation.effort,observation.state,observation.qvel,timestamp,frame_index,episode_index,index,task_index
362,"[-0.7909163  -0.45453474  0.5047154   1.0652766   0.18499112  1.2429258
 -0.46679392  0.        ]","[ 2.1530705e-02 -9.9866114e+00 -3.9636538e+00  1.9672955e+01
 -1.8396001e-01 -2.3316207e+00  1.1200425e-03  0.0000000e+00]","[-0.7913538  -0.45136425  0.50527793  1.0690657   0.18343343  1.2468925
 -0.4668153   0.        ]","[ 0.00386919 -0.01623007  0.00112994 -0.02304395  0.00763566 -0.02283851
  0.00188324  0.        ]",12.066667,362,124,74762,0
363,"[-0.7908081  -0.45581335  0.50429994  1.0661939   0.18533647  1.2428372
 -0.46683872  0.        ]","[ 5.5737215e-01 -1.0808421e+01 -3.4089785e+00  2.0501989e+01
 -1.5254980e-01 -2.6221373e+00  1.0276438e-03  0.0000000e+00]","[-0.7912752  -0.45184556  0.50527793  1.0683141   0.1836942   1.2461888
 -0.46679035  0.        ]","[ 2.43108557e-03 -1.55794928e-02 -1.13401355e-14 -2.30781939e-02
  7.90958852e-03 -2.31124330e-02  9.92978690e-04  0.00000000e+00]",12.1,363,124,74763,0
364,"[-0.7907345  -0.45684254  0.5039557   1.0664794   0.18570235  1.2423232
 -0.4669311   0.        ]","[ 2.8013745e-01 -1.1677424e+01 -3.6796136e+00  2.1115175e+01
 -1.6862471e-01 -3.0631113e+00  1.0669292e-03  0.0000000e+00]","[-0.79119855 -0.4523345   0.5052626   1.0675375   0.18396074  1.2455655
 -0.4667616   0.        ]","[ 0.00243109 -0.01510012 -0.00027393 -0.02393421  0.00808079 -0.02037318
  0.00082178  0.        ]",12.133333,364,124,74764,0
365,"[-0.7905891  -0.4581781   0.50345415  1.068647    0.1860917   1.2425196
 -0.46692526  0.        ]","[ 2.8013745e-01 -1.1426174e+01 -3.6796136e+00  2.0828676e+01
 -1.6862471e-01 -3.4131112e+00  1.0669292e-03  0.0000000e+00]","[-0.79113716 -0.45290592  0.5051725   1.0668856   0.18421575  1.2448868
 -0.46674818  0.        ]","[ 0.00229412 -0.0179421  -0.00188324 -0.02335212  0.00873136 -0.02184553
  0.00068481  0.        ]",12.166667,365,124,74765,0
366,"[-0.7904747  -0.45932505  0.50289947  1.0704154   0.18642125  1.24279
 -0.4669807   0.        ]","[ 6.3290596e-01 -1.0814698e+01 -4.0737319e+00  1.8742846e+01
 -1.8231259e-01 -4.0470190e+00  1.2531491e-03  0.0000000e+00]","[-0.790955   -0.4543076   0.50492704  1.0659786   0.18481208  1.2436136
 -0.46673474  0.        ]","[ 0.00222564 -0.01739425 -0.00369799 -0.0076699   0.00722478 -0.01434683
  0.00010272  0.        ]",12.2,366,124,74766,0
367,"[-0.789925   -0.46226597  0.5020935   1.0760828   0.18701145  1.2446303
 -0.46665958  0.        ]","[ 6.3290596e-01 -1.0563448e+01 -4.0737319e+00  1.8742846e+01
 -1.8231259e-01 -3.8090191e+00  1.2531491e-03  0.0000000e+00]","[-0.7908994  -0.45481572  0.5047621   1.0659766   0.184977    1.2433643
 -0.46673474  0.        ]","[ 2.4310856e-03 -2.0921033e-02 -6.1633158e-03 -2.7392514e-03
  7.5329412e-03 -1.2703278e-02  3.4240642e-05  0.0000000e+00]",12.233334,367,124,74767,0
368,"[-0.7895345  -0.4645464   0.50133204  1.0805886   0.18749505  1.246339
 -0.46649     0.        ]","[ 4.3968922e-01 -9.2142420e+00 -4.0882587e+00  1.8344309e+01
 -1.8152232e-01 -3.5558257e+00  1.2855695e-03  0.0000000e+00]","[-0.79082847 -0.4557112   0.5044304   1.0659863   0.18527612  1.2429425
 -0.46673474  0.        ]","[ 2.0886792e-03 -2.3454839e-02 -8.3547169e-03  1.7120321e-04
  7.7383853e-03 -1.1162450e-02  5.8286709e-15  0.0000000e+00]",12.266666,368,124,74768,0
369,"[-0.7891456  -0.46610078  0.50095147  1.0836657   0.18793984  1.2477621
 -0.46630445  0.        ]","[ 1.7411022e-01 -1.1750068e+01 -4.0629478e+00  2.5908386e+01
 -1.8482986e-01 -4.0280027e+00  1.2321381e-03  0.0000000e+00]","[-0.79072493 -0.457109    0.50385517  1.0672039   0.18574399  1.2427506
 -0.4667731   0.        ]","[ 0.00178051 -0.02256458 -0.00910801  0.02126344  0.00756718 -0.00260229
 -0.00068481  0.        ]",12.3,369,124,74769,0
370,"[-0.7883527  -0.46904314  0.5000918   1.09105     0.18876319  1.2519325
 -0.46579486  0.        ]","[-3.9537001e-01 -1.1890191e+01 -8.4374247e+00  2.4659605e+01
 -1.8476358e-01 -6.4836988e+00  1.0274695e-03  0.0000000e+00]","[-0.79067695 -0.4576862   0.5036174   1.0680553   0.18591464  1.2427335
 -0.4668153   0.        ]","[ 0.00225988 -0.02571472 -0.01034067  0.03300798  0.00808079 -0.00133539
 -0.00136963  0.        ]",12.333333,370,124,74770,0
371,"[-0.7875264  -0.47226378  0.49940932  1.0974543   0.18944179  1.2552727
 -0.46519086  0.        ]","[ 3.0229981e+00 -9.3090878e+00 -3.5749664e+00  2.3799736e+01
 -1.0367999e+00 -3.7041509e+00  1.9529274e-03  0.0000000e+00]","[-0.7900442  -0.46148086  0.502348    1.074891    0.18677942  1.2443135
 -0.46682486  0.        ]","[ 0.00907377 -0.05064191 -0.01602462  0.09217581  0.01075156  0.02571472
  0.00013696  0.        ]",12.366667,371,124,74771,0
372,"[-0.78628147 -0.47613358  0.49889863  1.10509     0.190405    1.2600818
 -0.46415344  0.        ]","[ 2.6805851e+00 -7.9085860e+00 -3.2167256e+00  1.9892357e+01
 -8.7879926e-01 -2.9943407e+00  1.7405122e-03  0.0000000e+00]","[-0.7897758  -0.46303785  0.50187826  1.0777423   0.18710156  1.2452166
 -0.46673474  0.        ]","[ 0.00914225 -0.05184033 -0.0162643   0.09484658  0.0107858   0.02951543
  0.00174627  0.        ]",12.4,372,124,74772,0
373,"[-0.7856535  -0.47838628  0.49832615  1.1101993   0.19099541  1.2639886
 -0.4635739   0.        ]","[ 3.7532661e+00 -7.6720896e+00 -3.1575975e+00  2.2252684e+01
 -6.5294936e-02 -2.8122580e+00  1.9074547e-03  0.0000000e+00]","[-0.78952074 -0.46428612  0.501489    1.0802293   0.18742944  1.2462962
 -0.46656984  0.        ]","[ 0.00777263 -0.04211599 -0.01284024  0.08015735  0.00972434  0.03067962
  0.00424584  0.        ]",12.433333,373,124,74773,0
374,"[-0.7846284  -0.48248205  0.49703562  1.1196388   0.19192128  1.2709631
 -0.46252424  0.        ]","[-1.9606154e+00 -1.3367089e+01 -4.2606225e+00  2.8111609e+01
 -7.1852297e-01 -3.4282579e+00  1.9074547e-03  0.0000000e+00]","[-0.78916407 -0.46573383  0.50108826  1.0834697   0.1878532   1.2482289
 -0.46633974  0.        ]","[ 0.01040915 -0.04536885 -0.01325113  0.09553139  0.01277176  0.05201153
  0.00674541  0.        ]",12.466666,374,124,74774,0
375,"[-0.78438616 -0.48400974  0.496077    1.1250005   0.19234365  1.2758509
 -0.46199176  0.        ]","[ -0.94321096 -13.788314    -3.314104    29.575457    -0.1896754
  -2.8780782    0.31230214   0.        ]","[-0.78794074 -0.4705486   0.49989173  1.0937378   0.18902095  1.2536956
 -0.4654577   0.        ]","[ 0.01557949 -0.06139347 -0.01468924  0.12467018  0.01427835  0.0688237
  0.01205271  0.        ]",12.5,375,124,74775,0
376,"[-0.7844209  -0.48540846  0.4945255   1.1322066   0.19269717  1.2823197
 -0.4615074   0.        ]","[ 10.474207  -25.376333  -13.559967   38.377296    6.4684186  -1.7489262
   3.4161742   0.       ]","[-0.7874959  -0.4720289   0.49963865  1.0967579   0.18939102  1.255592
 -0.46510872  0.        ]","[ 0.01859267 -0.06783071 -0.01403866  0.13542174  0.01650399  0.08327324
  0.01527133  0.        ]",12.533334,376,124,74776,0
377,"[-0.78441924 -0.48592934  0.49359143  1.1371315   0.1929004   1.2873293
 -0.46107218  0.        ]","[ -1.5761501  -12.333597    -4.9849634   27.173515    -1.0782857
  -4.364148     0.03406426   0.        ]","[-0.78602517 -0.4772943   0.49850157  1.1082993   0.190716    1.2630126
 -0.46381825  0.        ]","[ 0.02211946 -0.08056823 -0.01818178  0.1759969   0.02044166  0.11761661
  0.01992805  0.        ]",12.566667,377,124,74777,0
378,"[-0.7848417  -0.48736504  0.49118742  1.1454498   0.19293648  1.2937254
 -0.46109343  0.        ]","[-3.8643727 -7.485282  -6.0212703 19.852642  -1.8658179 -2.9297469
 -0.3573244  0.       ]","[-0.78528506 -0.48003054  0.4977039   1.1148857   0.19137752  1.267722
 -0.46308005  0.        ]","[ 0.01965413 -0.07348042 -0.02102375  0.1756545   0.01790786  0.1275464
  0.01999654  0.        ]",12.6,378,124,74778,0
379,"[-0.7850351  -0.48756886  0.49037442  1.1488105   0.19292295  1.2964954
 -0.46108538  0.        ]","[  8.48598   -17.556572   -5.699202   27.79645     4.9890447  -2.8095663
   2.5267973   0.       ]","[-0.7849936  -0.48135933  0.4972092   1.118132    0.1916709   1.270207
 -0.46272722  0.        ]","[ 0.01708608 -0.06769375 -0.02177705  0.16373876  0.01533981  0.11973953
  0.01753121  0.        ]",12.633333,379,124,74779,0
380,"[-0.7852549  -0.4867696   0.48948556  1.1545551   0.19285384  1.3033712
 -0.46074906  0.        ]","[ 2.4498963  -7.996377   -4.2507896  22.78023    -0.19977523 -4.2163863
 -0.73529863  0.        ]","[-0.7846753  -0.4833861   0.49598968  1.1244079   0.19215602  1.2758521
 -0.46212512  0.        ]","[ 0.00650572 -0.04036972 -0.02403693  0.12237605  0.00958738  0.10912493
  0.01194998  0.        ]",12.666667,380,124,74780,0
381,"[-0.78580546 -0.48699394  0.48746422  1.1608918   0.19256943  1.3083252
 -0.4611507   0.        ]","[  1.5513573  -11.7156105   -4.7696395   25.038975    -0.13269505
  -4.058612    -0.56548303   0.        ]","[-0.7845564  -0.48491624  0.49434832  1.132724    0.1926028   1.2834108
 -0.46151537  0.        ]","[ 0.00188324 -0.02547504 -0.02790612  0.13764739  0.00746446  0.1278888
  0.01027219  0.        ]",12.7,381,124,74781,0
382,"[-0.7859448  -0.48809338  0.48554492  1.16906     0.1924906   1.314244
 -0.46122432  0.        ]","[ 8.9583981e-01 -9.6450663e+00 -4.2762394e+00  2.4184315e+01
 -3.0075055e-01 -3.2596679e+00  1.9641609e-03  0.0000000e+00]","[-0.7845564  -0.4855471   0.49355832  1.1361237   0.19268332  1.2860512
 -0.46140033  0.        ]","[ 0.00041089 -0.02492719 -0.03050841  0.13843492  0.00541002  0.12165701
  0.00763566  0.        ]",12.733334,382,124,74782,0
383,"[-0.78537273 -0.4881572   0.48570898  1.1759586   0.19271074  1.3210374
 -0.46034208  0.        ]","[-4.72354382e-01 -1.94211102e+01 -1.39679003e+01  3.14735794e+01
 -1.04651615e-01 -6.84006274e-01  1.07326522e-03  0.00000000e+00]","[-0.7845717  -0.48659596  0.4919764   1.1423594   0.19276962  1.2912053
 -0.46126804  0.        ]","[-0.00027393 -0.0246875  -0.03478849  0.140866    0.00215716  0.11611002
  0.00318438  0.        ]",12.766666,383,124,74783,0
384,"[-0.7850299  -0.48793826  0.48573047  1.1816785   0.1928199   1.3264185
 -0.459775    0.        ]","[ 6.1781156e-01 -6.2640543e+00 -5.2066560e+00  2.4990126e+01
 -1.1784943e-01 -2.6301475e+00  1.4009275e-03  0.0000000e+00]","[-0.7849514  -0.48703507  0.48998797  1.1511663   0.19281371  1.2997055
 -0.46108395  0.        ]","[-0.0062318  -0.00335558 -0.0285567   0.12443049  0.00044513  0.12319783
  0.00246533  0.        ]",12.8,384,124,74784,0
385,"[-0.7849748  -0.48709482  0.48562628  1.186185    0.19272676  1.3312552
 -0.45941666  0.        ]","[ 1.0571933e+00 -6.1831670e+00 -4.8808599e+00  2.3256857e+01
 -3.7362996e-01 -5.1344881e+00  2.0443634e-03  0.0000000e+00]","[-0.78518915 -0.48703507  0.48921907  1.1544433   0.19281371  1.3026354
 -0.4610801   0.        ]","[-8.8683264e-03 -3.0816579e-04 -3.0645374e-02  1.3066229e-01
 -4.8492954e-15  1.2542348e-01  7.8753475e-04  0.0000000e+00]",12.833333,385,124,74785,0
386,"[-0.7842039  -0.4876094   0.48618275  1.1941508   0.19306119  1.3375794
 -0.45810705  0.        ]","[-1.5145504e-01 -1.7726728e+01 -3.4328477e+00  2.4639402e+01
 -4.4427794e-01 -2.9465914e+00  2.0360032e-03  0.0000000e+00]","[-0.78552663 -0.48740515  0.48724982  1.1634957   0.19281371  1.3102554
 -0.46098807  0.        ]","[-5.5127433e-03 -6.6084438e-03 -3.2528609e-02  1.5353504e-01
 -4.8492954e-15  1.2877905e-01  1.6435508e-03  0.0000000e+00]",12.866667,386,124,74786,0
387,"[-0.7841837  -0.48713985  0.48637587  1.1979743   0.1930185   1.341442
 -0.4575528   0.        ]","[-2.6859069e+00 -8.8764734e+00 -3.8025858e+00  2.2619572e+01
 -3.5471731e-01 -2.5322442e+00  1.2946443e-03  0.0000000e+00]","[-0.7855343  -0.48778096  0.4864042   1.1703123   0.19280796  1.3160942
 -0.46067935  0.        ]","[-7.53294153e-04 -9.45041701e-03 -2.23933794e-02  1.69217259e-01
 -1.02721926e-04  1.45865142e-01  6.98509114e-03  0.00000000e+00]",12.9,387,124,74787,0
388,"[-0.7835176  -0.48693076  0.48724452  1.206695    0.19316767  1.3494378
 -0.45582983  0.        ]","[ 4.6750036e-01 -7.8232760e+00 -1.3453717e+01  2.1406054e+01
 -1.6545048e-01 -3.0791736e+00  1.5516002e-03  0.0000000e+00]","[-0.7855228  -0.48796695  0.48609358  1.1749545   0.19280413  1.3201822
 -0.46035913  0.        ]","[ 0.00020544 -0.006403   -0.0115391   0.13860612 -0.0001712   0.11795902
  0.0084232   0.        ]",12.933333,388,124,74788,0
389,"[-0.7836182  -0.48546982  0.48754025  1.2105334   0.1928895   1.3535975
 -0.4550491   0.        ]","[ -5.022212   -13.217789    -6.109433    33.278233    -0.5023627
   0.45640802   3.6833458    0.        ]","[-0.78519684 -0.48771003  0.4859613   1.1833761   0.1927888   1.3283142
 -0.45957682  0.        ]","[ 0.00561547  0.00458825 -0.00157507  0.12977204 -0.00023968  0.12535499
  0.01253207  0.        ]",12.966666,389,124,74789,0
390,"[-0.7837157  -0.48341388  0.4881584   1.2150221   0.19253041  1.358666
 -0.45388117  0.        ]","[ 0.71399355 -8.360232   -4.002558   24.273882   -0.1503666  -3.3160372
  0.37434965  0.        ]","[-0.78488237 -0.48762566  0.4859613   1.1888812   0.1927888   1.333246
 -0.45883474  0.        ]","[ 7.70414481e-03  1.57506950e-03 -1.13401355e-14  1.27683356e-01
 -4.84929539e-15  1.13644689e-01  1.64697487e-02  0.00000000e+00]",13.0,390,124,74790,0
391,"[-0.7838316  -0.48184404  0.48867056  1.2196087   0.19225281  1.3634284
 -0.45279744  0.        ]","[-0.04053525 -4.507459   -3.6276867  25.937042   -0.16692728 -2.4003692
  0.23299547  0.        ]","[-0.78469443 -0.48750868  0.4859958   1.1921332   0.1927888   1.3363062
 -0.4583247   0.        ]","[ 7.2247754e-03  3.5610269e-03  6.1633158e-04  1.3059381e-01
 -4.8492954e-15  1.2052706e-01  1.8695392e-02  0.0000000e+00]",13.033334,391,124,74791,0
392,"[-0.78400576 -0.48044252  0.48909503  1.2231687   0.1919755   1.3672802
 -0.4519388   0.        ]","[-1.1394162  -7.344598   -4.56442    24.855038   -0.17837504 -3.9364216
 -0.45877624  0.        ]","[-0.7842189  -0.48718846  0.48635435  1.1991972   0.19282714  1.3428526
 -0.45705917  0.        ]","[0.01082004 0.00715629 0.00701933 0.16627257 0.00068481 0.15463074
 0.02879638 0.        ]",13.066667,392,124,74792,0
393,"[-0.78410107 -0.47866783  0.48997083  1.2278293   0.19167769  1.3722464
 -0.45058078  0.        ]","[ 2.3440650e-01 -8.7350588e+00 -8.4274979e+00  2.0900751e+01
 -1.9529808e-01 -2.7847226e+00 -7.4090175e-03  0.0000000e+00]","[-0.7837837  -0.48621055  0.48707724  1.2064395   0.19286549  1.349604
 -0.4558128   0.        ]","[0.00777263 0.01746273 0.01290872 0.12932691 0.00068481 0.1205613
 0.02225642 0.        ]",13.1,393,124,74793,0
394,"[-0.78382427 -0.47719398  0.4912855   1.2319305   0.19151662  1.3756465
 -0.44912645  0.        ]","[ 1.9692848e+00 -1.1752934e+01 -8.5966196e+00  2.3401604e+01
 -7.9221213e-03 -3.3619967e+00  1.7155509e-01  0.0000000e+00]","[-0.7837472  -0.48499295  0.48751828  1.2100903   0.19286549  1.3535962
 -0.45499405  0.        ]","[2.4310856e-03 3.0405691e-02 1.2669038e-02 1.0546118e-01 3.4240642e-05
 1.1278868e-01 2.2701547e-02 0.0000000e+00]",13.133333,394,124,74794,0
395,"[-0.78355944 -0.47581857  0.49245816  1.2379876   0.19135052  1.3790462
 -0.44756868  0.        ]","[-1.2872179  -0.6819382   1.7074921  29.946611   -0.31455055 -0.58331907
  3.4860501   0.        ]","[-0.7837434  -0.48366222  0.48796886  1.2140921   0.19273894  1.357713
 -0.45407173  0.        ]","[ 0.00020544  0.03578147  0.01232663  0.10532422 -0.00225988  0.11063152
  0.02420813  0.        ]",13.166667,395,124,74795,0
396,"[-0.7838413  -0.47379267  0.49323624  1.2419758   0.19080712  1.3828299
 -0.44640324  0.        ]","[  0.73599046 -13.395673    -6.9222765   25.058418    -0.12297624
  -2.9812577   -0.20231098   0.        ]","[-0.7837434  -0.4816067   0.48862273  1.2195493   0.19235352  1.3636246
 -0.45269117  0.        ]","[ 3.53685341e-15  3.47542539e-02  1.10597275e-02  8.91968757e-02
 -6.60844380e-03  9.76200700e-02  2.33178772e-02  0.00000000e+00]",13.2,396,124,74796,0
397,"[-0.78434044 -0.47183052  0.49376228  1.246535    0.19033985  1.3855447
 -0.44549176  0.        ]","[-0.75543076 -1.6675465  -6.8037667  32.3013     -0.2730461  -0.49676034
  2.559948    0.        ]","[-0.783776   -0.47997683  0.4893341   1.2239863   0.1920103   1.3684528
 -0.45150807  0.        ]","[-0.00058209  0.04009579  0.01670943  0.10378338 -0.00832048  0.11456919
  0.02865942  0.        ]",13.233334,397,124,74797,0
398,"[-0.7848113  -0.46960092  0.4946746   1.2502707   0.18976717  1.388622
 -0.4442499   0.        ]","[-0.52343404 -9.82352    -6.797957   22.515331   -0.2836224  -2.8388398
 -0.08255895  0.        ]","[-0.7837913  -0.47887236  0.49008003  1.2277714   0.19179745  1.3719157
 -0.45050523  0.        ]","[-0.00054785  0.02804309  0.0168464   0.08950504 -0.00554698  0.08464286
  0.02407117  0.        ]",13.266666,398,124,74798,0
399,"[-0.78505415 -0.46728125  0.49578848  1.2537998   0.18918498  1.3914665
 -0.4429137   0.        ]","[  0.8589316  -12.882064    -7.3981605   25.08884     -0.08355945
  -2.9013314   -0.09994873   0.        ]","[-0.7837932  -0.47818017  0.4905632   1.2297022   0.19170542  1.3734459
 -0.44992232  0.        ]","[-0.00023968  0.02883062  0.01996229  0.08885447 -0.00472521  0.07663056
  0.02581744  0.        ]",13.3,399,124,74799,0
400,"[-0.7862822  -0.46479964  0.49541572  1.2618991   0.1879563   1.396707
 -0.44176656  0.        ]","[ -0.53210807 -12.192251    -8.098688    26.506393    -0.27375463
  -3.649764     0.3517995    0.        ]","[-0.7837932  -0.47717348  0.4912631   1.232496    0.19154243  1.3756778
 -0.44911122  0.        ]","[-1.02721926e-04  3.68771702e-02  2.53380761e-02  1.03304021e-01
 -5.61546534e-03  8.38895738e-02  3.01660057e-02  0.00000000e+00]",13.333333,400,124,74800,0
401,"[-0.7871282  -0.4628724   0.49531654  1.2662709   0.18718264  1.3993084
 -0.44123316  0.        ]","[ -0.05912014 -11.908427    -7.280382    23.47839      0.9126297
  -3.2659206   -0.4545761    0.        ]","[-0.7842745  -0.47232804  0.4934931   1.244392    0.1904207   1.3843237
 -0.44580933  0.        ]","[-0.00821775  0.05683947  0.02372877  0.1251153  -0.01352505  0.09251822
  0.03578147  0.        ]",13.366667,401,124,74801,0
402,"[-0.7872863  -0.46054995  0.49675113  1.2691443   0.1866282   1.401367
 -0.44000357  0.        ]","[ -0.05912014 -13.566677    -7.9679823   20.971514     1.1991297
  -4.315921    -0.5525761    0.        ]","[-0.78446245 -0.47116986  0.49397057  1.2467889   0.19014458  1.3860648
 -0.4451919   0.        ]","[-0.00972434  0.0605717   0.02513263  0.12504682 -0.01434683  0.09282638
  0.03526786  0.        ]",13.4,402,124,74802,0
403,"[-0.78754246 -0.45827928  0.49791068  1.2720997   0.18592356  1.4041094
 -0.43889004  0.        ]","[ -0.31965226 -10.671181     2.6117136   23.384605     1.01422
  -2.964905     0.27707362   0.        ]","[-0.78472894 -0.4696915   0.49457073  1.2498933   0.18972658  1.3884041
 -0.44435012  0.        ]","[-0.00736174  0.04242416  0.01732576  0.08584129 -0.01136789  0.06365336
  0.02345484  0.        ]",13.433333,403,124,74803,0
404,"[-0.7876522  -0.45502827  0.4999868   1.2751489   0.18521906  1.4064821
 -0.43738145  0.        ]","[  1.7327073  -11.854096    -4.639798    24.983389     1.1480464
  -3.553622    -0.12074675   0.        ]","[-0.7856321  -0.46668872  0.4950731   1.2567924   0.18865855  1.3932822
 -0.44288135  0.        ]","[-0.01533981  0.05060767  0.00825199  0.11487736 -0.01807906  0.08063671
  0.02472174  0.        ]",13.466666,404,124,74804,0
405,"[-0.78792834 -0.4527288   0.50132984  1.2778491   0.18452375  1.4087288
 -0.4361666   0.        ]","[  1.8499572  -10.363347    -4.639798    21.702963     1.1480464
  -3.203622    -0.38674673   0.        ]","[-0.7860271  -0.46568972  0.49511147  1.2595574   0.18825588  1.3949964
 -0.44240198  0.        ]","[-0.01708608  0.04947773  0.00496489  0.12401961 -0.01883235  0.0808764
  0.02393421  0.        ]",13.5,405,124,74805,0
